0.41889848	14225.08313852	5382727.49796299	
0.41862108	166.73477052	5396785.84660840	
0.40764321	2214.61579130	5394737.97656549	
0.41536915	187.40124850	5396765.18338235	
0.41308478	1082.51647708	5395870.07043814	
0.41454485	23.47702529	5396929.10842986	
0.42810038	413.93474120	5396538.63715842	
0.41415548	3792.22225679	5393160.36358772	
0.42123735	9117.90392617	5387834.67483647	
0.41082026	3455.10528919	5393497.48389055	
0.42228351	1279.06174648	5395673.51597001	
0.41588504	6202.04330112	5390750.54081384	
0.41825762	3771.13211452	5393181.44962786	
0.41671049	43747.75420367	5353204.82908585	
0.41639125	1580.12664088	5395372.45696787	
0.41203307	1963.48609225	5394989.10187468	
0.41517821	2471.24618715	5394481.33863464	
0.41362271	1280.80670128	5395671.77967602	
0.41370129	741.04956893	5396211.53672977	
0.41583135	2169.99404132	5394782.59012733	
0.41722240	391.86153929	5396560.72123831	
0.41722477	3733.08881730	5393219.49395794	
0.42037398	16504.03006184	5380448.54956418	
0.41781570	124.85159089	5396827.73059341	
0.41617389	1507.17199153	5395445.41183459	
0.41868759	623.71864597	5396328.86266643	
0.41812007	4906.05802574	5392046.52385419	
0.41801059	1267.53324727	5395685.04874214	
0.41815904	152.26893608	5396800.31290488	
0.41532008	37.31237898	5396915.27230095	
0.41947391	420.42639064	5396532.15413545	
0.41655458	8773.75209530	5388178.83135012	
0.42332535	3370.70347149	5393581.87320315	
0.41833908	4373.34858225	5392579.23307866	
0.41899477	891.51956225	5396061.06144298	
0.41244014	4331.41658864	5392621.17097122	
0.41224795	529.24482580	5396423.34292625	
0.41035929	1572.38476867	5395380.20487204	
0.42145448	899.84277384	5396052.73577168	
0.41068335	664.22584022	5396288.36347642	
0.40952327	314.81330447	5396637.77717226	
0.41671329	323.28504917	5396629.29823755	
0.41451394	450.18767231	5396502.39781375	
0.41985486	641.18974073	5396311.39040442	
0.41534651	1286.09862979	5395666.48602370	
0.41225068	147.03263363	5396805.55511569	
0.42362699	337.37058837	5396615.20578463	
0.41599051	23.75076351	5396928.83324598	
0.41874753	278.08640347	5396674.49484900	
0.41414600	345.99703317	5396606.58882083	
0.41908686	392.44059803	5396560.14031512	
0.41675399	103.17439454	5396849.40885148	
0.41362495	287.60239035	5396664.98398470	
0.41802781	381.52767938	5396571.05429280	
0.42052351	355.59539250	5396596.98408398	
0.42154772	421.20894882	5396531.36950346	
0.42304952	182.20935162	5396770.36759886	
0.41885071	453.15081968	5396499.43032961	
0.41622039	68.63425616	5396883.94952346	
0.41221050	146.15498869	5396806.43280082	
0.41582242	76.08002104	5396876.50415653	
0.41367725	198.19871313	5396754.38760962	
0.41922624	515.80480993	5396436.77596383	
