0.00000008	0.00263576	0.99736416	
0.00000008	0.00003089	0.99996903	
0.00000008	0.00041035	0.99958958	
0.00000008	0.00003472	0.99996520	
0.00000008	0.00020058	0.99979934	
0.00000008	0.00000435	0.99999557	
0.00000008	0.00007670	0.99992322	
0.00000008	0.00070266	0.99929726	
0.00000008	0.00168945	0.99831047	
0.00000008	0.00064020	0.99935973	
0.00000008	0.00023700	0.99976292	
0.00000008	0.00114917	0.99885075	
0.00000008	0.00069875	0.99930117	
0.00000008	0.00810601	0.99189391	
0.00000008	0.00029278	0.99970714	
0.00000008	0.00036381	0.99963611	
0.00000008	0.00045790	0.99954203	
0.00000008	0.00023732	0.99976260	
0.00000008	0.00013731	0.99986261	
0.00000008	0.00040208	0.99959785	
0.00000008	0.00007261	0.99992731	
0.00000008	0.00069170	0.99930822	
0.00000008	0.00305803	0.99694189	
0.00000008	0.00002313	0.99997679	
0.00000008	0.00027926	0.99972066	
0.00000008	0.00011557	0.99988435	
0.00000008	0.00090904	0.99909088	
0.00000008	0.00023486	0.99976506	
0.00000008	0.00002821	0.99997171	
0.00000008	0.00000691	0.99999301	
0.00000008	0.00007790	0.99992202	
0.00000008	0.00162569	0.99837424	
0.00000008	0.00062456	0.99937536	
0.00000008	0.00081034	0.99918959	
0.00000008	0.00016519	0.99983473	
0.00000008	0.00080257	0.99919736	
0.00000008	0.00009806	0.99990186	
0.00000008	0.00029135	0.99970858	
0.00000008	0.00016673	0.99983319	
0.00000008	0.00012307	0.99987685	
0.00000008	0.00005833	0.99994159	
0.00000008	0.00005990	0.99994002	
0.00000008	0.00008342	0.99991651	
0.00000008	0.00011881	0.99988112	
0.00000008	0.00023830	0.99976162	
0.00000008	0.00002724	0.99997268	
0.00000008	0.00006251	0.99993741	
0.00000008	0.00000440	0.99999552	
0.00000008	0.00005153	0.99994840	
0.00000008	0.00006411	0.99993581	
0.00000008	0.00007272	0.99992721	
0.00000008	0.00001912	0.99998081	
0.00000008	0.00005329	0.99994663	
0.00000008	0.00007069	0.99992923	
0.00000008	0.00006589	0.99993403	
0.00000008	0.00007805	0.99992188	
0.00000008	0.00003376	0.99996616	
0.00000008	0.00008396	0.99991596	
0.00000008	0.00001272	0.99998721	
0.00000008	0.00002708	0.99997284	
0.00000008	0.00001410	0.99998583	
0.00000008	0.00003672	0.99996320	
0.00000008	0.00009557	0.99990435	
0.00000008	0.00001525	0.99998468	
0.00000008	0.00001138	0.99998854	
0.00000008	0.00001570	0.99998422	
0.00000008	0.00013967	0.99986025	
0.00000008	0.00001908	0.99998084	
0.00000008	0.00006237	0.99993755	
0.00000008	0.00013487	0.99986506	
0.00000008	0.00000985	0.99999007	
0.00000008	0.00007020	0.99992973	
0.00000008	0.00003941	0.99996051	
0.00000008	0.00001992	0.99998000	
0.00000008	0.00001244	0.99998748	
0.00000008	0.00005379	0.99994613	
0.00000008	0.00008399	0.99991594	
0.00000008	0.00002397	0.99997596	
0.00000008	0.00006487	0.99993505	
0.00000008	0.00006098	0.99993894	
0.00000008	0.00006282	0.99993710	
0.00000008	0.00006544	0.99993448	
0.00000008	0.00003507	0.99996486	
0.00000008	0.00006386	0.99993606	
0.00000008	0.00007898	0.99992094	
0.00000008	0.00004092	0.99995900	
0.00000008	0.00007081	0.99992912	
0.00000008	0.00003343	0.99996650	
0.00000008	0.00007389	0.99992603	
0.00000008	0.00065440	0.99934552	
0.00000008	0.99598384	0.00401607	
0.00000008	0.99705080	0.00294912	
0.00000008	0.99514358	0.00485634	
