0.41889841	14235.26622319	5382717.31487839	
0.41862109	166.88370187	5396785.69767704	
0.40764321	2216.10363190	5394736.48872489	
0.41536915	187.56124472	5396765.02338613	
0.41308479	1083.37064064	5395869.21627457	
0.41454486	23.51644463	5396929.06901051	
0.42810037	414.48109128	5396538.09080834	
0.41415548	3795.06791473	5393157.51792979	
0.42123730	9122.62104559	5387829.95771711	
0.41082026	3458.43982069	5393494.14935905	
0.42228350	1280.28833355	5395672.28938295	
0.41588502	6205.54298958	5390747.04112540	
0.41825762	3773.25156095	5393179.33018143	
0.41671043	43756.81783484	5353195.76545473	
0.41639124	1581.41600556	5395371.16760320	
0.41203306	1964.76189083	5394987.82607611	
0.41517821	2473.26452800	5394479.32029379	
0.41362271	1281.77466051	5395670.81171678	
0.41370130	741.73811420	5396210.84818450	
0.41583136	2171.69955536	5394780.88461328	
0.41722236	392.30593483	5396560.27684281	
0.41716861	3735.81482303	5393216.76800835	
0.42037394	16512.39440078	5380440.18522528	
0.41781571	125.01097425	5396827.57121004	
0.41617388	1508.71998968	5395443.86383644	
0.41868760	624.39419229	5396328.18712011	
0.41812006	4908.93030388	5392043.65157606	
0.41801059	1268.64146118	5395683.94052823	
0.41815907	152.43119101	5396800.15064992	
0.41532005	37.37058169	5396915.21409825	
0.41947393	420.77153327	5396531.80899280	
0.41655454	8777.43791850	5388175.14552696	
0.42332536	3373.32874158	5393579.24793307	
0.41833908	4375.83868200	5392576.74297892	
0.41899476	892.37260923	5396060.20839601	
0.41244012	4336.28873956	5392616.29882032	
0.41224795	529.89657865	5396422.69117339	
0.41035929	1573.41177407	5395379.17786664	
0.42145449	900.68895081	5396051.88959471	
0.41068336	664.77977347	5396287.80954317	
0.40952327	315.27450687	5396637.31596986	
0.41671329	323.60238047	5396628.98090624	
0.41451394	450.77646115	5396501.80902491	
0.41985484	641.84141497	5396310.73873019	
0.41534648	1287.16894608	5395665.41570744	
0.41225069	147.22271425	5396805.36503506	
0.42362700	337.72972013	5396614.84665288	
0.41599052	23.79874118	5396928.78526831	
0.41874753	278.33261902	5396674.24863345	
0.41414601	346.30290394	5396606.28295005	
0.41908686	392.77513880	5396559.80577435	
0.41675399	103.29117629	5396849.29206972	
0.41362496	287.85896529	5396664.72740975	
0.41802781	381.89130490	5396570.69066728	
0.42052353	355.92408511	5396596.65539136	
0.42154773	421.59769190	5396530.98076038	
0.42304952	182.36915127	5396770.20779921	
0.41885072	453.71305610	5396498.86809318	
0.41622039	68.75030523	5396883.83347438	
0.41221050	146.32896593	5396806.25882357	
0.41582243	76.16197343	5396876.42220415	
0.41367725	198.41009766	5396754.17622509	
